sport,event,year,athlete_id,country_id,bronze,silver,gold
Swimming,Singles,2004,514,26,1,0,0
Rowing,Final,2004,236,41,0,0,1
Athletics,Butterfly,2024,411,9,1,0,0
Athletics,Singles,2024,721,49,1,0,0
Shooting,Doubles,2008,98,48,1,0,1
Boxing,Butterfly,2020,762,2,1,1,1
Cycling,200m,2012,993,42,1,1,1
Wrestling,200m,2008,991,27,1,1,1
Shooting,Singles,2008,392,2,1,1,1
Shooting,200m,2016,230,37,0,1,0
Tennis,Freestyle,2016,577,7,1,1,0
Athletics,200m,2020,174,14,1,0,0
Gymnastics,Butterfly,2020,859,31,0,0,1
Rowing,Butterfly,2012,759,22,0,0,1
Weightlifting,Doubles,2016,893,1,1,0,1
Shooting,All Around,2012,983,42,0,1,1
Tennis,Singles,2020,880,48,0,0,1
Athletics,Butterfly,2008,776,1,0,0,0
Cycling,All Around,2004,40,28,1,0,1
Gymnastics,Singles,2016,409,1,1,0,1
Rowing,Final,2020,331,40,1,0,0
Rowing,Singles,2024,210,40,1,1,1
Tennis,Relay,2012,950,48,0,0,1
Swimming,Freestyle,2016,184,10,1,0,0
Rowing,Relay,2008,711,7,1,1,0
Swimming,Doubles,2016,609,11,0,1,0
Boxing,100m,2008,282,19,1,1,1
Weightlifting,Butterfly,2012,575,35,0,0,0
Athletics,Relay,2012,183,17,0,0,1
Boxing,Doubles,2020,620,18,1,0,0
Swimming,Relay,2008,94,40,0,0,0
Tennis,100m,2012,80,4,0,1,1
Tennis,Freestyle,2012,513,49,0,0,1
Wrestling,Butterfly,2024,486,23,1,1,0
Weightlifting,Relay,2008,969,41,1,0,1
Shooting,All Around,2016,712,17,0,1,1
Gymnastics,100m,2012,876,30,1,1,0
Weightlifting,Singles,2008,392,24,0,0,0
Tennis,Freestyle,2020,200,1,1,1,0
Boxing,Final,2020,944,1,1,0,1
Tennis,Butterfly,2004,713,46,1,1,0
Weightlifting,100m,2024,950,31,1,1,0
Tennis,Singles,2004,40,24,0,0,0
Gymnastics,200m,2016,855,8,0,1,0
Boxing,200m,2020,285,13,0,1,1
Gymnastics,Doubles,2024,967,24,0,1,1
Swimming,200m,2008,845,49,0,1,0
Gymnastics,All Around,2004,283,39,0,1,0
Swimming,Final,2012,575,23,0,1,1
Weightlifting,200m,2020,953,30,0,0,0
Gymnastics,200m,2008,326,38,0,0,0
Cycling,Freestyle,2016,84,47,0,1,0
Gymnastics,Final,2004,389,46,1,0,1
Gymnastics,Doubles,2012,424,15,0,1,0
Gymnastics,Final,2012,715,29,1,0,1
Boxing,Doubles,2012,358,50,1,0,0
Weightlifting,Butterfly,2008,551,37,0,1,1
Rowing,Relay,2012,717,33,1,0,0
Rowing,Relay,2016,268,3,0,0,1
Gymnastics,All Around,2020,331,24,1,0,1
Athletics,Freestyle,2004,163,27,1,1,1
Athletics,400m,2012,314,11,1,0,0
Tennis,Doubles,2016,608,37,1,1,1
Cycling,Final,2024,383,39,1,1,1
Rowing,100m,2008,782,33,0,1,1
Rowing,Doubles,2016,608,2,0,0,1
Weightlifting,Singles,2008,975,37,0,0,1
Swimming,200m,2012,812,50,0,1,1
Wrestling,400m,2016,1,43,0,0,0
Rowing,Final,2004,190,16,0,1,0
Cycling,400m,2024,569,50,1,0,1
Gymnastics,Freestyle,2004,483,36,1,0,1
Wrestling,All Around,2024,249,49,0,1,0
Boxing,400m,2016,792,21,1,1,1
Shooting,200m,2012,501,43,0,0,0
Cycling,Freestyle,2012,349,33,0,1,0
Cycling,400m,2016,193,3,0,1,1
Athletics,Freestyle,2016,670,12,1,0,1
Rowing,Butterfly,2024,841,31,0,1,1
Gymnastics,400m,2016,699,34,0,1,0
Boxing,200m,2024,884,26,0,0,1
Gymnastics,Doubles,2020,394,44,1,0,1
Wrestling,Butterfly,2004,311,28,1,0,1
Shooting,Freestyle,2016,730,22,1,0,0
Wrestling,Singles,2016,892,44,0,0,0
Boxing,Doubles,2012,203,33,1,1,0
Tennis,Final,2004,125,32,1,1,0
Weightlifting,Freestyle,2012,436,22,1,0,1
Gymnastics,Final,2012,428,2,1,1,1
Swimming,Doubles,2004,366,47,0,1,0
Gymnastics,200m,2020,97,9,0,1,1
Rowing,Freestyle,2016,706,40,0,1,0
Athletics,Freestyle,2012,40,10,0,1,0
Boxing,Final,2016,411,2,0,1,0
Wrestling,200m,2008,585,17,1,0,0
Boxing,Doubles,2016,221,49,1,1,0
Rowing,Singles,2024,47,39,1,0,1
Rowing,100m,2016,213,2,1,0,1
Rowing,All Around,2020,810,41,1,0,0
Cycling,100m,2024,333,15,0,1,1
Weightlifting,Butterfly,2024,610,22,1,1,0
Boxing,Freestyle,2012,355,29,0,1,1
Cycling,Singles,2024,175,44,1,1,1
Swimming,Doubles,2004,647,32,1,0,0
Shooting,Freestyle,2012,299,49,1,1,1
Swimming,400m,2020,599,11,1,1,1
Swimming,Final,2020,762,32,0,1,0
Wrestling,Doubles,2004,100,26,0,0,0
Weightlifting,Final,2008,886,11,1,1,1
Cycling,Butterfly,2020,286,21,1,0,1
Shooting,Singles,2020,402,15,1,1,1
Rowing,All Around,2008,947,12,1,1,0
Shooting,Freestyle,2016,672,12,0,1,1
Wrestling,Butterfly,2008,652,2,0,0,0
Weightlifting,Doubles,2024,419,2,1,0,0
Weightlifting,All Around,2024,94,24,0,1,0
Gymnastics,All Around,2012,741,16,0,1,0
Boxing,400m,2012,67,2,0,1,1
Cycling,Doubles,2016,248,12,1,0,1
Gymnastics,Relay,2016,740,5,0,0,1
Shooting,All Around,2016,73,27,1,0,0
Tennis,All Around,2024,62,19,1,0,1
Wrestling,Singles,2024,666,29,1,0,0
Gymnastics,Final,2020,772,8,0,1,1
Boxing,400m,2008,815,31,0,1,0
Boxing,200m,2016,921,46,1,0,1
Boxing,Final,2024,456,22,1,1,1
Weightlifting,100m,2008,152,34,1,0,0
Boxing,Doubles,2012,731,19,1,0,1
Tennis,All Around,2024,302,10,0,0,1
Wrestling,Final,2024,234,2,0,1,0
Weightlifting,100m,2012,373,47,1,1,0
Boxing,400m,2020,874,33,1,1,1
Tennis,400m,2020,494,12,1,1,0
Athletics,Freestyle,2008,317,14,0,0,1
Weightlifting,200m,2024,202,23,1,1,0
Shooting,Relay,2024,208,24,0,1,0
Boxing,Singles,2004,278,36,0,0,1
Weightlifting,Singles,2008,251,17,0,0,0
Tennis,400m,2004,624,18,1,0,0
Athletics,400m,2020,311,4,0,0,0
Weightlifting,Doubles,2016,476,7,0,1,0
Cycling,All Around,2004,453,6,1,0,0
Shooting,Doubles,2008,613,32,1,0,1
Athletics,All Around,2024,200,38,1,0,1
Wrestling,Doubles,2012,505,41,0,1,1
Shooting,Final,2024,307,17,0,1,1
Shooting,Singles,2012,641,29,0,0,1
Swimming,Freestyle,2020,482,32,0,0,0
Wrestling,Final,2004,948,29,1,0,0
Athletics,Relay,2008,315,33,1,1,1
Athletics,Final,2020,216,37,0,1,0
Cycling,Butterfly,2008,873,11,0,1,1
Weightlifting,Butterfly,2024,276,15,1,1,1
Boxing,400m,2012,342,47,1,1,1
Rowing,Butterfly,2020,403,49,1,0,1
Swimming,Butterfly,2012,662,9,1,1,0
Cycling,Relay,2024,734,17,1,1,0
Boxing,Butterfly,2016,334,36,0,0,1
Rowing,200m,2004,249,11,1,1,1
Swimming,Butterfly,2024,983,46,1,0,1
Weightlifting,Doubles,2016,61,7,0,1,1
Shooting,Freestyle,2016,946,19,0,1,0
Athletics,Freestyle,2024,424,10,0,1,0
Shooting,200m,2016,252,21,1,1,0
Gymnastics,200m,2024,729,48,1,1,1
Cycling,400m,2012,480,15,1,1,1
Cycling,Final,2012,619,48,0,0,0
Wrestling,Butterfly,2016,826,32,0,0,1
Swimming,Doubles,2016,33,33,1,1,1
Weightlifting,Freestyle,2024,69,48,0,0,0
Shooting,400m,2020,867,6,1,0,0
Wrestling,Final,2016,463,48,0,1,0
Gymnastics,Doubles,2012,465,34,1,0,1
Weightlifting,Final,2004,639,25,0,0,0
Boxing,Butterfly,2008,266,15,1,1,0
Weightlifting,Freestyle,2024,889,37,0,0,0
Cycling,Final,2008,104,2,0,0,1
Athletics,Freestyle,2012,951,15,0,0,1
Gymnastics,Butterfly,2012,239,14,1,0,0
Tennis,200m,2016,27,29,0,1,0
Tennis,All Around,2016,204,14,1,0,0
Gymnastics,Singles,2020,742,34,0,0,0
Athletics,All Around,2024,620,23,1,1,0
Cycling,200m,2020,369,31,1,0,1
Swimming,100m,2016,823,27,1,0,1
Boxing,Final,2004,445,42,1,0,0
Wrestling,All Around,2004,975,18,1,0,0
Cycling,400m,2020,10,9,0,0,1
Swimming,100m,2020,822,14,1,1,1
Gymnastics,Butterfly,2008,179,34,0,0,1
Athletics,400m,2004,510,14,1,1,1
Rowing,Doubles,2012,30,2,1,0,1
Swimming,400m,2016,48,35,1,0,0
Athletics,100m,2012,919,15,0,1,0
Athletics,All Around,2016,426,35,1,0,0
Rowing,All Around,2016,922,17,0,1,1
Weightlifting,200m,2016,505,48,0,0,0
Shooting,400m,2008,231,43,0,0,1
Rowing,Doubles,2004,256,15,1,0,1
Boxing,All Around,2024,605,34,1,0,1
Wrestling,Freestyle,2024,149,38,0,1,0
Cycling,400m,2004,147,41,0,0,0
Wrestling,Freestyle,2004,586,31,1,1,0
Weightlifting,Butterfly,2016,220,30,1,1,0
Rowing,Singles,2012,346,12,1,1,1
Shooting,All Around,2024,99,43,1,1,0
Boxing,Butterfly,2024,27,35,0,0,0
Tennis,200m,2004,564,46,1,0,1
Rowing,All Around,2016,567,6,0,1,0
Gymnastics,Relay,2004,204,47,1,0,0
Shooting,Freestyle,2020,236,45,0,1,0
Athletics,400m,2024,650,40,0,0,1
Cycling,Final,2004,983,26,1,1,1
Tennis,All Around,2012,140,47,1,0,0
Rowing,Singles,2024,320,14,0,0,1
Gymnastics,400m,2016,843,11,0,1,0
Wrestling,Butterfly,2020,199,16,1,0,0
Rowing,400m,2016,127,47,0,0,1
Gymnastics,Final,2012,12,41,0,1,0
Weightlifting,All Around,2008,677,29,1,0,1
Gymnastics,200m,2024,350,18,0,1,1
Athletics,All Around,2016,600,11,1,1,0
Shooting,200m,2004,750,39,1,0,1
Wrestling,Butterfly,2004,654,7,1,1,1
Shooting,Freestyle,2016,683,17,1,0,0
Athletics,All Around,2008,600,32,0,1,1
Athletics,All Around,2020,622,37,1,1,0
Weightlifting,200m,2020,859,42,0,0,0
Cycling,Freestyle,2020,689,46,1,1,0
Boxing,All Around,2016,588,34,0,1,1
Swimming,Relay,2020,186,2,1,0,1
Wrestling,100m,2024,468,17,1,1,1
Cycling,Final,2016,803,4,1,1,1
Gymnastics,Relay,2020,790,36,1,1,1
Gymnastics,All Around,2004,342,23,0,1,1
Athletics,200m,2024,416,21,1,0,1
Cycling,Final,2024,498,23,1,1,1
Gymnastics,400m,2012,17,8,0,1,1
Shooting,Singles,2008,408,40,0,0,0
Athletics,Doubles,2024,415,17,0,1,1
Wrestling,400m,2016,107,48,1,0,1
Cycling,All Around,2004,252,36,0,1,0
Tennis,Relay,2024,225,16,0,1,0
Gymnastics,100m,2012,250,2,1,1,1
Shooting,Singles,2020,197,27,0,1,1
Rowing,Freestyle,2012,442,24,1,0,1
Shooting,Freestyle,2004,982,45,0,1,0
Shooting,Doubles,2008,99,33,1,1,0
Weightlifting,Relay,2024,357,46,0,1,1
Weightlifting,100m,2016,634,29,1,1,0
Gymnastics,100m,2020,460,36,0,1,1
Gymnastics,200m,2024,363,5,1,1,0
Weightlifting,All Around,2016,722,49,0,1,0
Tennis,Final,2020,714,44,1,1,0
Weightlifting,Singles,2016,148,50,1,0,0
Boxing,Doubles,2004,794,5,0,1,0
Cycling,Relay,2020,793,49,0,0,0
Tennis,200m,2012,92,7,1,1,1
Wrestling,All Around,2008,868,22,0,0,1
Boxing,400m,2024,441,17,1,0,0
Rowing,Butterfly,2008,233,23,0,1,1
Athletics,Singles,2012,21,39,0,0,1
Athletics,400m,2004,987,34,0,0,1
Wrestling,Final,2004,820,37,1,0,0
Cycling,Doubles,2016,187,35,0,1,0
Gymnastics,Doubles,2012,588,12,1,0,0
Tennis,100m,2020,40,35,0,1,1
Athletics,Freestyle,2024,185,38,0,0,1
Cycling,Doubles,2008,628,22,1,1,1
Athletics,Singles,2004,347,16,1,0,0
Tennis,Relay,2016,43,23,0,1,0
Shooting,200m,2024,671,21,1,0,1
Boxing,400m,2016,782,13,1,1,1
Wrestling,Butterfly,2004,503,2,1,0,1
Shooting,All Around,2020,399,20,1,1,0
Shooting,100m,2008,970,6,1,0,1
Swimming,Singles,2004,49,20,1,0,1
Shooting,100m,2024,895,28,0,1,0
Cycling,200m,2016,973,12,0,1,0
Cycling,All Around,2008,585,41,0,0,1
Cycling,200m,2012,5,16,1,0,1
Cycling,Freestyle,2016,46,10,0,0,1
Wrestling,Doubles,2024,885,41,1,0,1
Wrestling,100m,2016,844,27,1,1,0
Tennis,Final,2020,11,41,1,0,1
Gymnastics,Relay,2004,653,8,0,0,1
Athletics,400m,2020,336,11,1,1,1
Shooting,Final,2012,877,37,1,0,0
Wrestling,Relay,2004,569,32,0,0,0
Tennis,All Around,2004,115,15,0,1,0
Athletics,200m,2008,447,40,1,1,0
Tennis,Doubles,2004,679,33,0,0,1
Swimming,Doubles,2004,972,10,1,1,0
Boxing,All Around,2008,924,42,0,1,1
Gymnastics,Final,2020,66,15,0,0,1
Tennis,100m,2016,72,16,1,0,0
Shooting,Freestyle,2004,115,44,0,1,0
Weightlifting,400m,2024,956,21,1,0,0
Athletics,Relay,2004,391,1,0,1,0
Cycling,100m,2020,559,5,0,1,1
Rowing,Doubles,2016,461,48,0,1,1
Boxing,All Around,2016,942,10,1,1,0
Gymnastics,Final,2024,749,12,1,1,0
Boxing,100m,2016,825,20,0,0,1
Wrestling,Singles,2008,412,9,1,0,1
Wrestling,Butterfly,2016,752,29,1,1,1
Boxing,Freestyle,2012,682,26,0,0,0
Cycling,Relay,2020,200,47,1,1,1
Boxing,Final,2008,403,10,1,0,1
Rowing,Doubles,2016,53,13,0,1,0
Wrestling,Singles,2016,185,29,0,0,1
Weightlifting,400m,2012,764,44,0,1,0
Gymnastics,Butterfly,2012,480,16,0,1,1
Weightlifting,Doubles,2020,753,41,0,0,0
Athletics,100m,2004,943,4,1,0,1
Boxing,Relay,2024,155,14,1,0,1
Weightlifting,Freestyle,2020,927,29,1,1,0
Rowing,Final,2004,822,36,0,0,0
Wrestling,200m,2020,933,40,1,0,1
Rowing,Relay,2004,680,10,1,0,0
Gymnastics,Butterfly,2016,389,31,0,0,1
Tennis,Doubles,2020,187,29,0,1,1
Boxing,200m,2012,71,12,0,1,1
Gymnastics,200m,2024,202,41,1,1,0
Boxing,Doubles,2016,17,40,1,0,1
Rowing,Relay,2020,287,34,0,1,1
Gymnastics,100m,2024,245,45,1,1,1
Wrestling,Freestyle,2004,280,48,1,0,1
Shooting,100m,2008,893,40,0,0,1
Wrestling,Relay,2016,390,25,0,1,1
Boxing,Freestyle,2020,875,28,1,1,0
Boxing,Final,2020,198,32,1,1,0
Tennis,200m,2024,936,21,0,0,0
Athletics,Relay,2004,182,24,0,0,0
Athletics,200m,2004,741,1,1,0,0
Weightlifting,All Around,2024,895,22,0,0,0
Gymnastics,Relay,2024,949,6,0,0,0
Swimming,Butterfly,2024,239,14,0,0,1
Boxing,Singles,2008,488,13,1,0,1
Rowing,Doubles,2004,454,12,0,0,0
Cycling,Final,2008,900,35,0,0,0
Cycling,400m,2012,775,15,0,1,1
Weightlifting,Butterfly,2020,656,19,0,1,1
Boxing,Relay,2020,8,42,1,1,0
Athletics,100m,2004,506,23,0,1,0
Tennis,100m,2024,691,6,1,1,0
Weightlifting,Final,2024,860,21,1,1,1
Boxing,All Around,2012,782,32,1,0,0
Weightlifting,400m,2004,708,23,1,1,1
Boxing,Butterfly,2016,890,30,1,0,0
Wrestling,Butterfly,2004,895,9,1,1,0
Wrestling,Freestyle,2004,445,43,0,0,0
Cycling,200m,2004,401,31,0,1,1
Cycling,100m,2016,402,11,1,1,0
Cycling,All Around,2020,742,32,1,1,0
Tennis,100m,2012,985,7,0,1,1
Weightlifting,Final,2008,241,34,1,0,1
Tennis,100m,2012,647,11,1,1,1
Weightlifting,200m,2020,133,34,1,1,1
Gymnastics,Freestyle,2020,994,31,0,0,1
Boxing,Butterfly,2008,215,21,0,1,1
Rowing,Singles,2012,592,22,0,0,1
Weightlifting,Relay,2024,608,40,0,0,1
Weightlifting,All Around,2004,321,33,0,1,0
Weightlifting,Freestyle,2004,542,32,1,1,0
Tennis,Butterfly,2008,811,50,1,0,1
Swimming,All Around,2008,229,41,0,1,1
Weightlifting,All Around,2020,150,18,1,1,1
Weightlifting,Singles,2008,844,42,0,0,1
Swimming,Relay,2020,819,33,1,0,1
Wrestling,100m,2012,268,14,0,1,0
Swimming,Butterfly,2004,378,30,0,1,1
Shooting,400m,2020,455,49,1,0,1
Tennis,Final,2008,724,39,1,1,0
Weightlifting,400m,2012,980,2,0,0,1
Shooting,All Around,2012,146,21,1,0,1
Boxing,Butterfly,2008,335,40,0,1,1
Weightlifting,Doubles,2004,905,33,0,0,1
Athletics,200m,2008,156,7,0,0,0
Boxing,Freestyle,2012,84,27,1,0,1
Wrestling,Singles,2004,538,27,1,0,0
Cycling,All Around,2008,119,49,1,0,0
Swimming,Singles,2004,54,42,0,1,0
Swimming,Relay,2008,973,10,0,1,1
Wrestling,Butterfly,2004,523,49,1,1,0
Wrestling,Singles,2004,42,13,0,0,0
Weightlifting,All Around,2004,358,45,0,1,0
Wrestling,Relay,2008,550,1,1,1,1
Shooting,Butterfly,2008,855,13,1,1,0
Boxing,Final,2016,123,42,1,1,0
Tennis,Doubles,2024,688,33,1,0,0
Athletics,100m,2016,824,7,0,0,1
Cycling,Doubles,2012,370,30,0,0,1
Cycling,Singles,2004,318,1,0,0,1
Cycling,All Around,2024,398,47,1,1,1
Weightlifting,400m,2016,492,36,1,0,0
Weightlifting,200m,2004,874,2,0,0,1
Swimming,Final,2016,391,47,0,0,0
Boxing,Relay,2024,196,28,1,0,1
Wrestling,100m,2012,789,3,0,1,0
Rowing,All Around,2008,124,41,0,1,0
Swimming,200m,2004,743,16,1,1,1
Swimming,Doubles,2016,65,47,0,0,0
Wrestling,Butterfly,2004,39,32,1,1,1
Gymnastics,100m,2020,919,3,0,1,1
Tennis,Relay,2012,25,43,1,0,0
Tennis,100m,2024,46,37,1,1,0
Swimming,Final,2012,91,39,1,1,1
Shooting,400m,2012,675,24,0,1,1
Wrestling,400m,2020,412,24,1,1,1
Gymnastics,All Around,2024,556,27,1,1,0
Weightlifting,Final,2008,341,23,1,1,0
Swimming,Freestyle,2020,941,41,0,1,0
Weightlifting,400m,2008,845,45,1,0,1
Athletics,Singles,2020,43,34,0,0,1
Shooting,400m,2024,233,44,1,1,0
Boxing,Freestyle,2020,960,26,1,0,1
Wrestling,200m,2008,656,42,1,0,0
Swimming,Singles,2004,508,10,0,1,0
Wrestling,Final,2008,555,41,0,0,0
Swimming,100m,2012,124,14,0,0,0
Rowing,All Around,2004,433,23,1,0,1
Boxing,Butterfly,2012,214,20,1,1,0
Tennis,100m,2016,328,23,0,1,1
Wrestling,Singles,2004,433,45,1,1,0
Wrestling,100m,2016,778,6,1,1,0
Athletics,Relay,2024,851,46,0,1,1
Boxing,Relay,2020,481,3,1,1,1
Cycling,Doubles,2016,98,1,0,0,1
Athletics,Singles,2008,475,18,1,0,1
Weightlifting,200m,2024,530,32,0,1,1
Gymnastics,100m,2012,616,22,1,0,0
Athletics,Relay,2016,498,16,0,1,0
Wrestling,100m,2012,188,15,1,1,0
Tennis,200m,2004,169,9,0,0,1
Tennis,Freestyle,2024,441,2,1,0,1
Tennis,100m,2012,447,36,1,0,0
Athletics,Final,2024,367,31,1,0,0
Athletics,100m,2008,89,37,0,0,1
Shooting,Freestyle,2020,270,31,0,0,1
Athletics,Singles,2004,238,13,0,1,0
Wrestling,100m,2012,62,33,0,0,1
Weightlifting,Singles,2004,311,9,1,0,1
Cycling,Relay,2024,487,31,1,0,0
Gymnastics,Butterfly,2020,649,41,0,0,0
Shooting,400m,2004,490,33,0,0,0
Wrestling,Freestyle,2008,848,17,1,0,1
Swimming,Freestyle,2016,29,13,1,1,1
Weightlifting,Relay,2024,930,9,1,1,0
Cycling,Doubles,2020,295,32,0,1,0
Wrestling,200m,2020,87,46,0,0,1
Rowing,Butterfly,2012,476,42,1,1,1
Rowing,All Around,2020,500,25,0,1,1
Athletics,All Around,2012,546,34,0,1,1
Rowing,Final,2020,526,15,1,1,0
Weightlifting,Relay,2012,996,20,0,1,1
Rowing,Final,2020,435,43,0,0,1
Cycling,Freestyle,2024,556,36,1,0,1
Weightlifting,Singles,2008,121,47,1,0,0
Weightlifting,Freestyle,2008,909,42,1,1,0
Wrestling,All Around,2024,278,37,1,1,0
Rowing,Doubles,2004,259,8,1,1,0
Athletics,Relay,2012,951,32,1,1,1
Cycling,Final,2004,438,41,1,0,1
Wrestling,Butterfly,2012,123,9,0,0,1
Swimming,100m,2004,285,7,1,0,0
Wrestling,Relay,2004,913,43,0,0,0
Boxing,Doubles,2024,284,19,1,0,0
Cycling,Doubles,2020,585,49,1,1,0
Gymnastics,100m,2020,599,21,0,0,1
Cycling,Singles,2020,18,11,0,1,1
Athletics,200m,2008,866,27,0,0,1
Weightlifting,400m,2008,940,15,1,0,0
Cycling,Final,2016,594,39,1,1,0
Cycling,200m,2004,419,46,1,1,0
Wrestling,Doubles,2016,24,35,1,0,1
Wrestling,Singles,2012,330,2,1,1,1
Weightlifting,Relay,2012,148,46,0,1,0
Wrestling,Relay,2008,322,23,1,1,0
Rowing,Relay,2016,615,31,0,0,0
Tennis,100m,2016,586,23,1,1,0
Tennis,Butterfly,2024,457,28,0,1,1
Boxing,Relay,2012,376,17,1,0,0
Cycling,Doubles,2024,530,39,0,0,1
Boxing,100m,2008,93,46,0,0,0
Rowing,200m,2020,955,17,1,0,1
Gymnastics,Butterfly,2012,892,12,0,1,1
Gymnastics,Singles,2004,238,6,0,0,1
Shooting,All Around,2016,917,11,0,0,0
Weightlifting,200m,2004,792,7,1,0,0
Tennis,Singles,2012,741,12,0,0,0
Swimming,Freestyle,2008,785,18,0,0,1
Gymnastics,400m,2004,481,10,0,0,1
Weightlifting,Final,2016,252,30,0,0,0
Gymnastics,Doubles,2004,69,25,0,0,1
Tennis,Singles,2016,694,49,1,1,1
Shooting,Freestyle,2020,592,46,1,1,1
Gymnastics,Singles,2016,130,3,0,0,1
Rowing,200m,2020,926,27,1,1,1
Boxing,100m,2012,499,13,0,0,1
Gymnastics,All Around,2020,810,49,0,1,1
Cycling,400m,2004,923,15,1,1,1
Wrestling,All Around,2024,477,24,0,1,0
Wrestling,100m,2008,971,10,0,1,1
Swimming,Freestyle,2016,932,25,1,0,1
Boxing,Singles,2020,489,3,1,0,1
Boxing,Relay,2012,945,33,0,0,0
Gymnastics,Singles,2012,62,2,0,1,0
Tennis,Butterfly,2012,818,40,1,1,1
Rowing,Freestyle,2004,821,34,0,1,1
Wrestling,Singles,2004,683,50,0,0,1
Boxing,All Around,2024,740,41,1,0,0
Cycling,200m,2020,394,18,1,0,0
Swimming,Final,2004,977,9,0,1,0
Wrestling,400m,2016,561,37,1,0,0
Athletics,400m,2004,272,47,1,0,0
Tennis,400m,2024,506,8,0,1,1
Weightlifting,Freestyle,2016,979,17,1,1,0
Weightlifting,Singles,2024,286,39,0,0,0
Wrestling,All Around,2012,337,33,1,1,1
Swimming,Doubles,2012,821,17,0,0,0
Cycling,Relay,2016,927,10,0,1,1
Wrestling,Butterfly,2020,340,20,0,0,0
Weightlifting,All Around,2024,68,50,1,0,1
Wrestling,Butterfly,2008,425,31,0,1,1
Athletics,Final,2008,499,32,1,0,1
Wrestling,Relay,2012,250,40,0,1,0
Weightlifting,Freestyle,2020,386,6,0,0,0
Swimming,400m,2020,439,32,0,0,0
Swimming,All Around,2008,34,9,1,1,1
Weightlifting,200m,2004,170,20,1,0,0
Weightlifting,200m,2004,630,1,0,0,1
Tennis,200m,2012,608,19,0,1,0
Athletics,All Around,2020,873,17,0,0,1
Weightlifting,Relay,2024,291,3,1,1,0
Tennis,All Around,2012,975,33,1,1,1
Wrestling,Relay,2012,683,21,0,0,1
Gymnastics,400m,2004,82,4,0,0,0
Tennis,400m,2008,741,5,1,1,1
Weightlifting,Relay,2024,494,28,1,0,1
Cycling,All Around,2024,35,24,0,1,0
Boxing,200m,2004,33,17,1,0,1
Tennis,Butterfly,2024,884,21,1,0,1
Wrestling,Freestyle,2020,889,45,0,0,0
Rowing,Butterfly,2004,499,22,0,0,0
Cycling,Singles,2020,508,18,0,0,1
Swimming,100m,2024,370,46,1,1,1
Swimming,200m,2016,791,33,0,0,0
Boxing,Singles,2012,544,26,0,1,0
Tennis,Doubles,2020,298,35,1,0,1
Boxing,100m,2016,604,41,0,1,1
Tennis,Doubles,2020,237,21,0,1,1
Rowing,100m,2008,685,38,1,1,1
Swimming,Singles,2008,42,15,1,0,1
Swimming,Butterfly,2004,982,5,1,1,0
Shooting,Final,2020,680,4,1,0,1
Athletics,Relay,2016,575,47,1,0,0
Swimming,Butterfly,2004,337,42,0,1,0
Athletics,400m,2024,749,17,0,1,1
Wrestling,400m,2016,209,47,0,1,0
Rowing,Final,2020,709,36,0,0,0
Athletics,100m,2008,68,50,1,0,0
Tennis,Freestyle,2004,513,50,1,0,1
Weightlifting,Final,2004,365,6,1,0,1
Cycling,Singles,2012,743,2,0,0,0
Gymnastics,Freestyle,2008,535,45,0,1,1
Swimming,Freestyle,2016,812,49,1,0,1
Cycling,400m,2008,636,41,1,0,0
Tennis,Singles,2016,397,21,1,0,0
Swimming,All Around,2008,4,37,1,0,1
Boxing,Butterfly,2024,858,1,1,1,0
Gymnastics,200m,2020,534,36,0,0,1
Tennis,Singles,2020,744,49,1,0,0
Boxing,Relay,2012,550,28,1,0,0
Swimming,Final,2024,988,9,1,1,0
Rowing,Freestyle,2016,77,34,1,0,1
Rowing,Final,2016,24,2,1,1,0
Athletics,400m,2020,618,39,0,1,0
Athletics,Final,2012,326,8,0,0,0
Cycling,100m,2012,319,49,0,1,1
Athletics,Butterfly,2004,320,27,0,1,1
Swimming,400m,2004,97,38,0,0,1
Swimming,All Around,2012,416,35,0,1,0
Weightlifting,Singles,2008,84,22,0,0,0
Swimming,All Around,2008,747,46,0,0,0
Wrestling,100m,2024,536,18,0,1,0
Swimming,Butterfly,2008,628,43,1,0,1
Boxing,400m,2016,998,38,1,1,1
Cycling,Doubles,2004,724,27,1,1,0
Athletics,Butterfly,2020,196,48,1,0,0
Weightlifting,200m,2024,255,9,0,0,0
Swimming,200m,2024,405,9,0,1,0
Weightlifting,100m,2024,216,46,0,0,1
Athletics,Freestyle,2008,458,10,0,0,1
Boxing,Butterfly,2016,676,34,1,1,0
Gymnastics,Relay,2016,362,13,0,1,1
Rowing,Butterfly,2004,259,1,1,1,0
Swimming,100m,2024,470,34,1,0,1
Athletics,Final,2008,291,18,0,1,0
Tennis,Singles,2004,601,30,1,1,0
Tennis,Relay,2024,885,18,1,1,1
Gymnastics,All Around,2008,449,9,0,0,1
Wrestling,Relay,2020,522,42,0,0,1
Boxing,Singles,2012,707,7,1,1,1
Swimming,200m,2020,981,7,0,1,1
Cycling,Singles,2020,589,34,0,1,0
Gymnastics,100m,2012,787,45,1,1,0
Tennis,Relay,2008,112,47,1,1,1
Rowing,Doubles,2008,644,26,1,0,1
Tennis,Doubles,2008,912,16,1,0,1
Boxing,All Around,2008,546,22,1,0,1
Shooting,100m,2024,79,7,0,0,1
Swimming,Relay,2016,423,35,0,0,1
Gymnastics,Relay,2024,220,14,1,0,0
Rowing,100m,2020,419,8,1,1,0
