sport,event,year,athlete_id,country_id,bronze,silver,gold
Skiing,Event4,2014,274,33,1,0,1
Skating,Event4,2002,230,3,0,0,0
Skating,Event3,2010,415,42,1,1,0
Curling,Event3,2014,637,33,1,0,1
Snowboard,Event3,2010,467,1,1,0,1
Skating,Event1,2010,683,48,1,0,0
Bobsleigh,Event1,2014,618,22,0,0,0
Snowboard,Event4,2022,124,13,1,1,1
Skating,Event3,2006,183,37,0,0,0
Curling,Event3,2002,631,43,1,1,0
Skiing,Event1,2002,731,45,1,1,1
Skating,Event2,2014,53,17,0,1,0
Bobsleigh,Event1,2010,229,44,1,1,1
Skating,Event2,2022,314,50,1,1,0
Snowboard,Event4,2002,401,41,0,1,1
Bobsleigh,Event3,2022,324,34,0,1,0
Skiing,Event4,2022,326,11,0,1,0
Skiing,Event3,2006,680,5,0,1,0
Skating,Event3,2022,867,32,1,0,0
Snowboard,Event3,2010,637,24,1,1,1
Skating,Event1,2022,175,27,0,0,0
Bobsleigh,Event2,2014,888,14,0,0,1
Snowboard,Event3,2002,176,48,0,1,1
Snowboard,Event2,2006,181,24,0,0,1
Skating,Event3,2014,80,7,1,0,1
Skating,Event2,2010,106,19,0,1,0
Curling,Event4,2022,57,10,0,0,1
Skating,Event1,2006,538,48,0,0,1
Skiing,Event4,2014,238,19,1,0,0
Skating,Event4,2002,186,42,1,0,0
Skating,Event4,2010,76,46,1,0,1
Skiing,Event2,2010,155,7,1,0,1
Curling,Event3,2002,487,9,0,1,1
Skiing,Event3,2022,763,43,1,1,0
Bobsleigh,Event1,2022,905,49,0,0,1
Skating,Event4,2006,899,11,1,0,1
Skating,Event2,2002,783,26,0,0,0
Snowboard,Event1,2002,273,24,0,1,1
Curling,Event2,2010,53,33,1,0,1
Bobsleigh,Event2,2006,343,24,1,1,0
Snowboard,Event3,2018,569,5,0,1,0
Snowboard,Event4,2010,543,25,0,0,1
Skating,Event4,2022,983,14,0,0,1
Snowboard,Event2,2014,645,25,0,1,0
Skating,Event3,2014,906,24,0,0,1
Skating,Event1,2010,423,44,1,1,1
Snowboard,Event1,2022,408,21,1,1,0
Curling,Event2,2006,297,12,0,1,0
Skiing,Event1,2014,245,45,0,0,0
Bobsleigh,Event4,2002,757,16,1,0,1
Snowboard,Event1,2022,817,6,1,0,0
Curling,Event4,2002,137,10,0,0,1
Skiing,Event3,2002,733,50,0,1,1
Skating,Event2,2006,268,48,0,0,1
Curling,Event1,2006,237,45,0,0,0
Skiing,Event1,2006,133,29,0,0,1
Curling,Event3,2002,657,38,1,0,0
Skating,Event2,2006,619,21,1,0,1
Bobsleigh,Event2,2018,288,48,1,1,1
Bobsleigh,Event3,2002,922,50,1,1,1
Curling,Event4,2002,927,18,0,0,0
Bobsleigh,Event1,2018,56,26,0,0,1
Skiing,Event2,2014,972,13,0,1,1
Bobsleigh,Event2,2014,71,32,0,1,0
Snowboard,Event2,2010,329,39,1,1,1
Curling,Event2,2022,308,13,0,0,1
Bobsleigh,Event2,2018,164,11,0,0,0
Curling,Event1,2006,513,21,0,0,0
Skating,Event1,2014,149,32,0,1,0
Skiing,Event3,2010,77,11,1,1,0
Curling,Event2,2010,831,24,1,1,0
Snowboard,Event2,2018,724,15,1,0,1
Bobsleigh,Event2,2022,989,40,0,0,1
Skating,Event1,2010,946,13,1,0,0
Snowboard,Event4,2018,660,38,1,0,0
Skating,Event2,2002,594,41,1,1,1
Skating,Event3,2002,521,45,0,1,1
Curling,Event2,2006,759,45,0,0,0
Bobsleigh,Event1,2018,432,5,1,1,1
Bobsleigh,Event4,2010,478,47,1,0,0
Skating,Event2,2022,376,42,1,1,0
Snowboard,Event4,2018,140,43,0,1,0
Curling,Event3,2006,694,44,1,1,0
Skiing,Event1,2010,364,48,1,0,1
Skiing,Event2,2014,676,27,1,1,0
Snowboard,Event3,2002,757,21,1,1,1
Skiing,Event2,2006,435,18,0,1,1
Curling,Event2,2002,441,21,1,0,0
Bobsleigh,Event1,2010,226,20,0,0,1
Skiing,Event3,2006,911,46,1,0,0
Skiing,Event1,2010,693,27,0,0,1
Curling,Event1,2022,191,11,1,0,1
Skating,Event4,2010,449,36,1,0,1
Bobsleigh,Event4,2010,289,11,1,0,0
Bobsleigh,Event1,2014,537,6,0,0,0
Skiing,Event2,2010,860,19,0,1,1
Snowboard,Event3,2006,108,8,1,1,0
Skiing,Event3,2010,599,5,0,0,1
Curling,Event2,2022,74,47,1,0,0
Skating,Event2,2002,731,27,1,0,1
Skiing,Event2,2002,61,30,0,1,0
Skiing,Event1,2010,380,1,0,0,1
Snowboard,Event4,2018,325,3,1,1,0
Bobsleigh,Event4,2010,664,8,1,0,1
Snowboard,Event2,2010,960,5,1,1,0
Snowboard,Event3,2002,273,47,0,1,1
Skiing,Event2,2002,351,50,0,1,0
Skiing,Event3,2002,121,6,1,0,1
Skiing,Event3,2006,770,24,0,1,0
Skiing,Event4,2002,663,27,1,0,1
Bobsleigh,Event2,2010,357,14,0,0,1
Curling,Event4,2002,192,10,0,1,0
Skating,Event1,2018,664,20,1,0,1
Skiing,Event4,2022,811,3,1,0,1
Curling,Event2,2014,40,7,0,0,0
Snowboard,Event1,2022,858,18,0,0,0
Curling,Event4,2022,114,38,0,0,1
Skating,Event1,2010,728,38,1,0,1
Skating,Event2,2010,725,22,0,0,1
Bobsleigh,Event3,2022,178,31,0,1,1
Bobsleigh,Event3,2018,65,6,0,1,0
Curling,Event2,2022,900,30,0,1,0
Skiing,Event4,2014,483,32,0,1,1
Bobsleigh,Event1,2002,506,1,0,1,0
Snowboard,Event2,2022,368,6,0,0,0
Skating,Event4,2018,183,4,0,0,1
Bobsleigh,Event1,2022,397,42,0,0,0
Bobsleigh,Event2,2018,832,21,0,0,1
Bobsleigh,Event1,2022,576,27,1,0,0
Skiing,Event3,2002,690,16,0,0,1
Bobsleigh,Event4,2006,776,27,0,1,0
Curling,Event2,2018,610,42,1,0,1
Bobsleigh,Event4,2022,506,28,0,1,1
Skiing,Event1,2022,38,22,0,0,0
Skiing,Event4,2022,637,12,1,0,0
Skating,Event3,2014,951,19,1,0,1
Skiing,Event2,2010,217,27,0,1,0
Skating,Event1,2022,185,39,0,1,1
Skiing,Event1,2022,517,8,1,0,1
Bobsleigh,Event3,2018,15,16,0,0,1
Bobsleigh,Event3,2018,854,45,0,0,1
Bobsleigh,Event4,2010,381,2,0,1,0
Bobsleigh,Event3,2022,892,13,0,1,1
Skating,Event2,2006,636,21,0,0,1
Skiing,Event2,2018,61,14,1,1,1
Snowboard,Event4,2014,871,24,1,1,1
Curling,Event3,2002,910,21,0,1,1
Skating,Event2,2018,957,9,1,0,0
Curling,Event1,2014,559,3,0,0,1
Snowboard,Event1,2002,119,1,0,0,0
Snowboard,Event2,2006,264,7,1,0,0
Snowboard,Event4,2010,501,46,1,0,1
Bobsleigh,Event1,2018,19,32,1,1,1
Skating,Event1,2010,229,38,1,1,0
Bobsleigh,Event2,2006,707,11,1,1,0
Bobsleigh,Event1,2002,349,18,0,0,1
Skiing,Event2,2018,666,20,1,1,1
Snowboard,Event2,2002,725,34,1,1,1
Skating,Event2,2006,685,38,1,1,1
Curling,Event1,2018,44,12,0,1,1
Bobsleigh,Event1,2022,312,20,1,0,0
Bobsleigh,Event2,2014,790,42,0,0,1
Bobsleigh,Event3,2006,797,48,1,1,1
Bobsleigh,Event2,2002,542,46,0,1,0
Snowboard,Event1,2002,163,19,0,1,1
Curling,Event2,2010,410,47,0,1,0
Curling,Event1,2014,504,26,0,1,0
Skiing,Event1,2014,969,28,1,1,0
Skating,Event2,2022,379,27,1,0,0
Snowboard,Event3,2010,720,41,0,1,1
Skating,Event1,2022,239,37,1,0,0
Skating,Event4,2014,618,49,0,0,1
Skating,Event4,2002,141,39,1,1,0
Curling,Event2,2002,353,43,0,0,1
Skiing,Event4,2018,818,7,0,1,1
Snowboard,Event4,2002,78,23,0,0,0
Skating,Event3,2002,184,39,0,1,1
Skating,Event1,2018,214,13,1,0,1
Bobsleigh,Event3,2006,905,23,0,1,1
Curling,Event2,2002,841,13,1,0,0
Bobsleigh,Event4,2014,458,22,1,0,0
Skating,Event2,2022,327,31,1,0,0
Bobsleigh,Event4,2006,223,25,0,1,0
Skating,Event4,2010,87,23,0,1,0
Curling,Event3,2014,426,46,0,1,0
Skating,Event2,2014,309,35,1,0,1
Snowboard,Event2,2022,461,44,1,1,1
Curling,Event1,2014,70,17,1,0,0
Bobsleigh,Event3,2002,610,25,1,0,0
Skiing,Event2,2010,423,44,0,1,1
Curling,Event4,2018,256,41,1,1,1
Bobsleigh,Event3,2010,1,9,0,1,1
Skiing,Event3,2010,118,13,1,1,0
Curling,Event2,2014,839,23,1,1,0
Snowboard,Event2,2022,386,31,1,1,0
Bobsleigh,Event3,2010,350,44,1,0,0
Skating,Event2,2018,460,24,1,1,0
Bobsleigh,Event3,2022,962,11,0,0,1
Bobsleigh,Event1,2010,264,17,1,1,1
Snowboard,Event2,2018,678,50,0,0,1
Bobsleigh,Event2,2014,64,18,0,1,0
Snowboard,Event4,2002,872,23,0,1,1
Curling,Event1,2006,843,38,1,0,1
Skating,Event3,2006,823,18,0,0,1
Snowboard,Event1,2010,716,28,1,0,1
Bobsleigh,Event2,2010,961,43,0,1,0
Skating,Event4,2014,107,8,1,1,1
Curling,Event4,2018,88,22,1,0,1
Curling,Event1,2022,501,14,1,1,0
Curling,Event4,2006,65,19,0,0,0
Snowboard,Event1,2014,436,27,0,1,0
Skating,Event4,2018,742,35,1,1,1
Curling,Event1,2018,142,12,1,1,0
Curling,Event3,2014,415,42,1,1,0
Bobsleigh,Event1,2014,863,29,0,1,1
Bobsleigh,Event2,2010,468,35,1,0,0
Skating,Event2,2018,515,4,0,0,1
Skiing,Event2,2014,245,17,1,1,0
Skating,Event4,2002,988,5,1,1,0
Curling,Event1,2018,116,37,1,0,1
Skiing,Event1,2014,843,2,1,1,1
Bobsleigh,Event2,2002,215,7,1,1,1
Curling,Event2,2006,410,19,0,1,1
Skiing,Event2,2010,251,16,0,0,0
Skiing,Event2,2010,971,20,1,1,1
Snowboard,Event1,2010,594,38,1,1,1
Skiing,Event2,2002,720,31,0,1,1
Snowboard,Event2,2010,566,13,0,0,0
Skating,Event2,2010,314,24,1,0,1
Bobsleigh,Event2,2014,513,28,0,1,1
Skating,Event3,2018,520,8,0,1,0
Curling,Event4,2014,780,13,0,0,1
Skiing,Event3,2006,889,38,1,0,0
Skiing,Event1,2018,850,12,1,1,1
Curling,Event3,2002,442,39,1,0,0
Snowboard,Event2,2018,492,9,0,0,0
Skiing,Event2,2018,155,47,0,0,0
Skating,Event1,2022,974,50,1,1,1
Bobsleigh,Event4,2002,446,36,0,1,0
Curling,Event1,2010,745,2,0,1,1
Bobsleigh,Event1,2002,824,45,0,0,1
Curling,Event2,2014,1,23,1,1,0
Curling,Event1,2022,904,7,0,1,1
Snowboard,Event3,2018,647,48,0,0,1
Snowboard,Event1,2018,389,40,0,0,0
Bobsleigh,Event3,2002,502,42,1,1,0
Skiing,Event3,2018,310,35,0,1,0
Snowboard,Event1,2002,431,34,0,0,0
Skating,Event2,2022,427,2,1,1,0
Snowboard,Event3,2010,647,13,1,1,0
Curling,Event1,2002,871,38,1,0,0
Skating,Event2,2010,207,41,0,1,0
Curling,Event3,2014,763,12,1,0,1
Snowboard,Event4,2002,272,27,1,1,1
Skating,Event1,2022,415,37,0,0,1
Skiing,Event3,2022,915,29,1,0,0
Snowboard,Event2,2010,204,37,0,0,0
Snowboard,Event1,2022,406,50,1,1,1
Skiing,Event3,2006,75,33,1,1,0
Skating,Event2,2018,267,10,0,0,0
Skating,Event3,2014,527,13,0,0,1
Skiing,Event2,2014,483,14,0,0,0
Skating,Event4,2018,658,45,1,1,0
Skiing,Event4,2010,533,30,0,0,1
Skiing,Event3,2022,670,8,1,0,1
Skiing,Event1,2018,104,16,1,0,1
Skiing,Event1,2002,992,18,1,1,0
Curling,Event2,2022,257,33,0,0,1
Skating,Event2,2010,335,16,1,0,1
Skating,Event4,2002,279,18,0,0,1
Skiing,Event1,2002,627,13,0,0,1
Curling,Event3,2002,509,28,0,0,0
Skating,Event2,2006,257,49,0,1,1
Curling,Event4,2002,135,8,1,1,1
Snowboard,Event1,2022,866,41,0,0,0
Skiing,Event2,2022,213,15,0,0,1
Bobsleigh,Event4,2010,378,41,1,1,0
Curling,Event2,2018,745,42,0,1,1
Skiing,Event3,2006,315,19,1,0,0
Snowboard,Event1,2022,499,17,0,1,0
Snowboard,Event1,2010,748,40,1,0,1
Curling,Event1,2014,557,15,1,0,1
Bobsleigh,Event4,2006,88,2,1,0,1
Skating,Event1,2002,853,24,0,1,1
Snowboard,Event1,2010,348,22,0,1,1
Skating,Event2,2018,435,17,0,1,0
Curling,Event1,2014,204,9,1,0,1
Snowboard,Event4,2022,687,11,0,0,0
Curling,Event1,2022,952,30,0,1,1
Skiing,Event2,2022,270,10,0,1,1
Bobsleigh,Event1,2006,110,19,1,1,0
Skating,Event2,2002,224,4,0,1,0
Curling,Event1,2002,119,8,0,0,1
Bobsleigh,Event3,2010,190,6,1,0,1
Bobsleigh,Event1,2010,344,43,0,0,1
Bobsleigh,Event1,2022,130,28,0,1,1
Bobsleigh,Event4,2018,598,48,1,0,1
Bobsleigh,Event4,2022,799,20,0,0,0
Skating,Event1,2014,708,28,1,1,1
Curling,Event4,2022,413,13,0,1,0
Skiing,Event4,2002,933,7,1,1,1
Skiing,Event3,2022,189,9,0,0,0
Curling,Event4,2002,750,19,0,0,1
Snowboard,Event2,2006,665,46,0,0,0
Skating,Event2,2006,115,27,0,1,1
Snowboard,Event4,2010,695,20,1,1,0
Bobsleigh,Event1,2002,619,34,1,0,0
Skiing,Event3,2014,559,30,0,0,0
Curling,Event4,2002,330,42,1,1,0
Curling,Event4,2010,134,14,1,0,1
Skating,Event3,2022,386,48,0,1,0
Skating,Event4,2022,565,32,1,0,0
Skating,Event4,2022,68,5,1,1,1
Skating,Event1,2002,160,47,1,1,1
Curling,Event3,2010,960,15,1,0,1
Bobsleigh,Event4,2002,294,20,1,1,0
Skiing,Event1,2014,70,34,0,1,1
Curling,Event3,2014,475,19,1,1,1
Skating,Event2,2014,918,16,0,0,0
Skating,Event4,2014,335,19,0,0,1
Skating,Event3,2010,678,29,1,0,1
Snowboard,Event1,2014,915,29,0,1,1
Skating,Event2,2002,21,5,1,0,0
Skating,Event1,2006,483,12,1,0,0
Curling,Event3,2014,459,45,0,1,0
Skating,Event3,2010,808,42,0,1,0
Bobsleigh,Event4,2010,650,35,1,1,1
Curling,Event4,2010,935,10,1,0,1
Skating,Event2,2018,763,9,0,0,0
Curling,Event1,2010,75,1,1,1,1
Skiing,Event4,2006,386,22,0,0,0
Skating,Event4,2014,49,40,1,1,0
Bobsleigh,Event2,2010,35,4,0,0,0
Snowboard,Event3,2014,738,40,0,0,0
Skating,Event1,2014,746,23,0,1,1
Skiing,Event3,2018,533,17,1,1,0
Curling,Event4,2010,595,17,0,0,0
Skiing,Event2,2002,551,37,1,1,1
Skiing,Event3,2002,971,27,0,0,0
Skiing,Event3,2002,714,30,1,0,1
Bobsleigh,Event2,2018,418,2,1,1,1
Curling,Event1,2010,696,14,1,0,0
Skiing,Event4,2002,924,19,0,0,0
Bobsleigh,Event4,2006,170,10,1,1,1
Snowboard,Event2,2022,410,32,1,0,1
Skiing,Event1,2014,793,26,1,1,0
Snowboard,Event1,2002,107,5,0,0,1
Curling,Event2,2006,543,15,1,0,0
Curling,Event4,2014,344,3,1,1,0
Bobsleigh,Event2,2022,192,17,1,1,1
Bobsleigh,Event1,2010,865,8,0,1,0
Bobsleigh,Event3,2010,647,20,0,1,0
Curling,Event4,2002,136,8,1,1,0
Bobsleigh,Event1,2010,485,43,1,0,0
Curling,Event4,2022,777,42,1,1,1
Skiing,Event1,2010,204,32,1,0,0
Snowboard,Event4,2014,947,3,1,0,0
Skating,Event4,2006,244,29,0,1,1
Skating,Event3,2014,10,19,1,0,0
Snowboard,Event1,2014,328,49,1,0,0
Curling,Event4,2014,620,5,0,0,1
Snowboard,Event3,2002,185,23,0,1,0
Snowboard,Event1,2014,612,19,0,0,0
Snowboard,Event2,2010,253,35,1,0,1
Skating,Event4,2014,89,32,1,1,1
Curling,Event2,2022,265,24,0,1,1
Skiing,Event4,2018,574,14,0,1,0
Snowboard,Event2,2022,834,13,1,0,1
Skiing,Event3,2022,591,12,1,1,1
Bobsleigh,Event1,2018,968,2,1,1,1
Skating,Event2,2002,26,4,0,0,1
Skating,Event1,2018,207,45,1,0,1
Bobsleigh,Event1,2018,160,36,0,0,0
Bobsleigh,Event1,2010,146,44,0,0,1
Skating,Event4,2006,511,37,0,0,0
Bobsleigh,Event3,2018,336,17,0,1,1
Curling,Event2,2022,747,49,0,1,0
Curling,Event3,2002,696,31,0,0,1
Snowboard,Event1,2022,932,43,1,0,0
Snowboard,Event1,2018,548,36,0,1,0
Snowboard,Event2,2006,404,47,0,1,0
Skating,Event3,2010,849,9,0,1,1
Snowboard,Event3,2006,400,32,0,0,1
Curling,Event2,2006,105,21,1,0,0
Skating,Event1,2002,402,40,0,0,1
Skating,Event3,2002,88,46,1,1,0
Bobsleigh,Event1,2018,409,12,1,1,0
Curling,Event2,2018,436,28,0,1,1
Skating,Event2,2022,589,26,1,1,1
Skiing,Event1,2018,88,14,0,0,1
Curling,Event2,2022,588,8,0,1,1
Skating,Event3,2002,794,27,0,1,1
Skiing,Event4,2014,904,48,1,1,1
Snowboard,Event1,2018,389,27,1,1,0
Curling,Event2,2006,388,18,1,1,0
Skating,Event2,2014,683,1,1,0,1
Curling,Event3,2018,107,27,0,1,0
Skiing,Event4,2014,481,49,1,1,0
Curling,Event2,2002,879,12,1,0,0
Snowboard,Event4,2006,997,33,0,0,0
Skating,Event4,2006,107,30,1,0,0
Curling,Event3,2018,243,47,1,0,0
Curling,Event2,2014,104,2,1,1,0
Skating,Event1,2006,326,42,1,0,1
Curling,Event1,2022,451,5,0,1,0
Curling,Event3,2010,457,41,0,1,1
Curling,Event2,2022,649,33,0,1,1
Skiing,Event4,2014,558,37,0,0,0
Bobsleigh,Event2,2018,970,42,1,1,0
Curling,Event3,2010,472,8,1,0,0
Bobsleigh,Event2,2010,965,19,0,0,1
Skating,Event2,2022,429,22,0,0,0
Snowboard,Event4,2002,806,15,1,1,1
Bobsleigh,Event1,2014,103,28,0,1,1
Curling,Event2,2014,699,2,1,0,1
Bobsleigh,Event1,2006,511,45,1,1,0
Bobsleigh,Event3,2006,824,5,0,0,1
Snowboard,Event3,2002,679,44,1,1,0
Snowboard,Event4,2014,145,4,1,0,1
Curling,Event2,2002,631,49,0,1,1
Snowboard,Event4,2010,762,45,1,1,1
Skating,Event1,2002,623,10,1,1,0
Skiing,Event4,2010,335,1,1,1,0
Bobsleigh,Event1,2010,723,15,1,0,0
Snowboard,Event4,2006,866,25,1,1,1
Skating,Event4,2014,839,38,0,1,0
Skating,Event2,2010,957,43,0,1,1
Curling,Event4,2022,749,4,0,1,1
Curling,Event2,2006,119,14,0,1,1
Snowboard,Event2,2010,208,23,1,0,1
Bobsleigh,Event4,2006,525,24,1,0,0
Skating,Event3,2006,500,45,1,0,1
Bobsleigh,Event2,2018,510,7,0,1,0
Bobsleigh,Event3,2006,989,41,1,1,1
Curling,Event3,2010,827,4,1,1,0
Snowboard,Event3,2018,423,16,0,1,0
Snowboard,Event3,2010,712,41,1,0,1
Snowboard,Event2,2022,853,50,1,0,0
Skating,Event1,2010,163,5,1,1,1
Skiing,Event4,2014,863,25,0,1,0
Snowboard,Event3,2014,268,3,1,0,1
Curling,Event4,2022,708,30,0,0,1
Skating,Event4,2014,390,15,0,1,1
Snowboard,Event4,2010,79,43,0,0,1
Skating,Event1,2018,872,19,0,1,0
Curling,Event3,2014,106,24,0,1,0
Skiing,Event4,2002,526,10,0,0,0
Snowboard,Event2,2010,91,49,0,0,0
Curling,Event3,2002,66,48,0,1,1
Skating,Event4,2006,632,37,0,1,1
Skating,Event2,2006,494,33,0,0,1
Snowboard,Event4,2010,492,45,1,1,1
Snowboard,Event3,2010,140,25,0,0,0
Curling,Event3,2022,888,27,1,0,0
Curling,Event3,2018,205,4,0,1,0
Curling,Event1,2002,433,4,1,1,1
Snowboard,Event1,2006,375,41,0,1,0
Bobsleigh,Event4,2022,906,41,0,0,1
Curling,Event1,2022,855,30,0,0,0
Snowboard,Event2,2002,821,25,0,1,0
Snowboard,Event2,2006,69,34,1,1,0
Skiing,Event1,2018,822,4,0,0,0
Bobsleigh,Event4,2002,789,44,0,1,1
Snowboard,Event3,2006,802,23,1,1,1
Skiing,Event1,2018,672,44,0,1,1
Bobsleigh,Event2,2018,401,16,1,0,1
Skiing,Event2,2006,515,45,1,0,0
Curling,Event1,2014,649,23,0,1,1
Skiing,Event1,2018,659,2,0,1,1
Curling,Event4,2018,248,40,1,0,0
Skiing,Event4,2022,493,15,0,0,0
Bobsleigh,Event4,2010,840,14,1,0,0
Skating,Event4,2014,534,40,0,0,1
Snowboard,Event3,2022,340,48,0,0,0
Skiing,Event1,2022,717,45,1,1,1
Skating,Event3,2014,609,10,0,1,1
Skiing,Event3,2002,818,47,1,0,0
Curling,Event2,2002,740,42,1,1,1
Snowboard,Event1,2006,353,50,1,0,0
Skiing,Event2,2006,7,45,1,0,0
Curling,Event4,2006,521,49,0,0,0
Snowboard,Event4,2006,610,22,1,1,1
Skiing,Event2,2014,220,30,0,0,1
Snowboard,Event4,2022,763,14,0,0,0
Curling,Event3,2002,479,25,1,1,0
Skiing,Event2,2014,293,27,0,0,0
Curling,Event3,2010,591,46,1,0,1
Bobsleigh,Event3,2014,164,5,0,1,0
Snowboard,Event3,2010,77,49,1,1,1
Curling,Event4,2014,867,13,1,0,1
Bobsleigh,Event3,2018,363,35,1,1,1
Bobsleigh,Event4,2018,367,43,1,1,1
Skiing,Event3,2002,575,27,1,0,1
Bobsleigh,Event4,2010,886,22,0,0,1
Snowboard,Event1,2010,632,9,1,1,1
Skiing,Event3,2006,435,17,1,1,1
Skiing,Event1,2010,706,26,1,0,1
Curling,Event2,2018,381,3,1,0,1
Curling,Event4,2010,1,41,0,0,0
Curling,Event3,2006,113,12,0,0,0
Snowboard,Event3,2010,717,25,0,1,1
Curling,Event3,2022,99,19,1,1,1
Skiing,Event3,2022,100,9,1,1,1
Snowboard,Event2,2022,560,21,0,0,1
Snowboard,Event3,2018,624,41,0,1,1
Curling,Event3,2022,664,39,1,0,0
Snowboard,Event4,2022,696,21,0,0,0
Snowboard,Event1,2002,562,6,1,1,1
Curling,Event1,2002,82,19,1,0,0
Bobsleigh,Event1,2018,556,40,0,0,1
Skiing,Event3,2022,770,21,1,0,1
Skating,Event1,2002,868,46,1,1,1
Snowboard,Event2,2010,933,44,1,1,1
Curling,Event1,2002,734,20,0,0,1
Skiing,Event2,2018,643,27,1,1,0
Bobsleigh,Event4,2006,333,22,0,1,1
Skiing,Event3,2002,621,4,0,1,1
Bobsleigh,Event4,2002,857,29,1,0,1
Skiing,Event4,2018,283,8,0,1,0
Curling,Event3,2018,210,25,1,1,1
Snowboard,Event2,2014,475,48,0,1,0
Curling,Event4,2018,859,43,0,1,1
Snowboard,Event3,2018,30,28,0,0,1
Bobsleigh,Event1,2002,12,11,0,1,0
Curling,Event1,2018,782,17,1,1,0
Skating,Event4,2006,721,17,1,0,1
Bobsleigh,Event2,2006,489,23,1,0,0
Snowboard,Event4,2022,542,32,0,0,0
Skiing,Event1,2022,237,15,1,1,0
Curling,Event2,2002,273,16,0,1,0
Bobsleigh,Event1,2022,477,49,0,0,1
Snowboard,Event4,2018,427,16,0,1,0
Snowboard,Event1,2006,692,12,0,0,0
Curling,Event1,2010,289,34,1,0,1
Skiing,Event4,2018,795,50,0,1,1
Snowboard,Event3,2014,115,49,0,1,0
Skating,Event1,2002,721,41,0,1,0
Curling,Event3,2002,511,3,0,0,0
Curling,Event4,2014,693,18,0,1,0
Curling,Event1,2010,757,43,1,0,1
Skiing,Event4,2006,229,16,1,0,0
Bobsleigh,Event2,2006,49,6,1,0,1
Snowboard,Event4,2018,377,19,1,0,0
Skiing,Event4,2014,9,41,0,1,0
Skiing,Event2,2002,844,9,1,0,1
Bobsleigh,Event4,2010,737,41,1,0,1
Curling,Event2,2002,775,45,0,1,0
Skiing,Event1,2006,278,17,1,1,0
Snowboard,Event2,2018,85,34,1,1,1
Skating,Event3,2022,609,29,0,1,1
Bobsleigh,Event2,2022,921,49,0,1,1
Skating,Event3,2006,696,7,1,1,1
Curling,Event3,2018,2,17,1,1,0
Skating,Event3,2010,313,27,1,1,1
Snowboard,Event1,2010,757,21,0,1,0
Snowboard,Event4,2010,389,21,0,0,0
Skating,Event2,2002,488,36,1,0,0
Curling,Event1,2006,796,28,1,1,1
Snowboard,Event2,2018,220,32,1,1,0
Bobsleigh,Event1,2010,258,10,0,1,0
Curling,Event3,2002,734,14,0,1,0
Curling,Event3,2014,141,12,0,1,0
Skiing,Event4,2010,936,5,1,1,0
Bobsleigh,Event1,2022,54,28,0,0,0
Snowboard,Event4,2014,215,15,1,0,0
Skiing,Event3,2018,194,41,1,1,1
Snowboard,Event2,2014,967,15,0,0,1
Skating,Event1,2022,63,36,1,0,0
Skiing,Event3,2006,575,8,1,0,1
Curling,Event1,2014,262,13,0,1,1
Curling,Event3,2006,193,19,1,0,1
Curling,Event1,2010,52,37,0,0,1
Curling,Event3,2006,848,41,0,0,0
Bobsleigh,Event2,2002,386,13,0,0,1
Curling,Event1,2022,529,42,1,0,1
Skating,Event4,2018,245,37,0,1,0
Curling,Event1,2006,375,32,1,0,0
Curling,Event3,2002,583,33,0,1,0
Skating,Event3,2022,639,24,0,0,1
Bobsleigh,Event1,2010,147,35,0,0,0
Snowboard,Event4,2014,519,37,1,0,1
Bobsleigh,Event3,2002,954,7,0,0,1
Skating,Event3,2002,770,10,1,1,1
Skiing,Event1,2022,887,9,0,0,1
Curling,Event3,2014,377,6,0,0,0
Curling,Event4,2014,769,35,1,1,1
Curling,Event4,2022,243,36,1,1,0
Snowboard,Event3,2010,515,5,1,0,0
Curling,Event1,2006,607,5,0,0,1
Curling,Event4,2006,339,8,0,0,0
Curling,Event1,2002,158,25,0,0,1
Skiing,Event3,2002,393,30,1,0,1
Curling,Event2,2018,164,21,1,1,1
Skating,Event4,2014,228,5,1,0,1
Skating,Event3,2018,976,4,0,1,1
Curling,Event3,2022,948,19,0,0,1
Curling,Event3,2014,435,29,1,0,0
Bobsleigh,Event4,2014,76,32,1,1,0
Skating,Event3,2010,963,11,0,1,0
Skiing,Event3,2018,801,28,1,0,1
Skating,Event4,2018,54,25,1,0,1
Skiing,Event4,2002,712,42,0,1,1
Curling,Event1,2002,439,3,0,1,1
Skating,Event2,2018,618,24,0,0,0
Skating,Event3,2006,262,1,0,1,0
Skating,Event2,2022,477,40,0,1,0
Snowboard,Event2,2010,540,46,1,1,0
Bobsleigh,Event3,2010,270,41,1,1,1
Snowboard,Event4,2010,137,23,1,0,0
Skating,Event2,2014,543,11,1,1,1
Snowboard,Event3,2018,507,44,1,0,1
Snowboard,Event4,2014,949,12,1,0,0
Snowboard,Event1,2010,543,1,1,1,1
Skating,Event1,2002,867,39,0,0,1
Bobsleigh,Event4,2002,662,46,0,1,1
Curling,Event2,2014,922,7,0,0,0
Snowboard,Event3,2018,657,25,0,1,0
Snowboard,Event4,2010,464,4,1,0,0
Skiing,Event2,2014,79,15,0,0,1
Skating,Event4,2010,810,7,1,0,1
Skiing,Event1,2006,438,32,1,0,1
Snowboard,Event2,2006,727,47,1,0,0
Skiing,Event4,2002,853,13,0,0,1
Skiing,Event4,2002,542,17,1,1,0
Snowboard,Event4,2014,819,45,0,1,0
Skiing,Event4,2018,814,10,1,1,0
